"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Renta Media","2021-10","Ejecutivo=0, Correos=2",2873,950,33.0664810302819,1.75494151975024,3378185.06996171,27.5562130177515,0.0175494151975024,865840327.446112
"Renta Media","2021-10","Ejecutivo=0, Correos=3",7649,2624,34.3051379265263,1.75224862074642,3448662.7653288,27.526996993071,0.0175224862074642,2434744482.28232
"Renta Media","2021-10","Ejecutivo=0, Correos=4",12184,4143,34.0036112934997,1.75105096732982,3448641.26739987,27.5302856204859,0.0175105096732982,3841828277.7922
"Renta Media","2021-10","Ejecutivo=1, Correos=0",3927,1283,32.6712503183091,1.74048769287835,3570116.74535269,27.5138782785842,0.0174048769287835,1222937927.4665
"Renta Media","2021-10","Ejecutivo=1, Correos=1",4446,1435,32.2762033288349,1.74792903247069,3598682.76630679,27.5582546108862,0.0174792903247069,1387391799.91146
"Renta Media","2021-10","Ejecutivo=1, Correos=2",26224,8706,33.1985967053081,1.75538152640911,3581117.648223,27.482687614399,0.0175538152640911,8390344886.15624
"Renta Media","2021-11","Ejecutivo=0, Correos=0",3020,1035,34.2715231788079,1.74340614970588,3563859.97417219,27.4953642384106,0.0174340614970588,985896121.125649
"Renta Media","2021-11","Ejecutivo=0, Correos=1",3442,1163,33.788495061011,1.75331166840108,3395561.73038931,27.6281231841952,0.0175331166840108,1067248777.16919
"Renta Media","2021-11","Ejecutivo=0, Correos=2",2938,996,33.9006126616746,1.75393489590442,3537991.49625596,27.6837985023826,0.0175393489590442,954693020.789316
"Renta Media","2021-11","Ejecutivo=0, Correos=3",7623,2552,33.4776334776335,1.74903194784431,3469468.72740391,27.5354847173029,0.0174903194784431,2378305982.04225
"Renta Media","2021-11","Ejecutivo=0, Correos=4",12464,4278,34.3228498074454,1.75407643308202,3501577.90861682,27.5034499358151,0.0175407643308202,4031271182.81984
"Renta Media","2021-11","Ejecutivo=1, Correos=0",3892,1303,33.4789311408016,1.74665976597149,3561836.76002055,27.4730215827338,0.0174665976597149,1241904797.20173
